"Year";"State";"Type";"Length";"Expense";"Value"
2016;"Delaware";"Public Out-of-State";"4-year";"Fees/Tuition";28962.0
2016;"Delaware";"Public Out-of-State";"4-year";"Room/Board";11896.0
2016;"District of Columbia";"Private";"4-year";"Fees/Tuition";38901.0
2016;"District of Columbia";"Private";"4-year";"Room/Board";14671.0
2016;"District of Columbia";"Public In-State";"4-year";"Fees/Tuition";5251.0
2016;"District of Columbia";"Public Out-of-State";"4-year";"Fees/Tuition";11233.0
2016;"Florida";"Private";"4-year";"Fees/Tuition";22793.0
2016;"Florida";"Private";"4-year";"Room/Board";11179.0
2016;"Florida";"Public In-State";"2-year";"Fees/Tuition";2387.0
2016;"Florida";"Public In-State";"4-year";"Fees/Tuition";4438.0
2016;"Florida";"Public In-State";"4-year";"Room/Board";10019.0
2016;"Florida";"Public Out-of-State";"2-year";"Fees/Tuition";8862.0
2016;"Florida";"Public Out-of-State";"4-year";"Fees/Tuition";17656.0
2016;"Florida";"Public Out-of-State";"4-year";"Room/Board";10019.0
2016;"Georgia";"Private";"4-year";"Fees/Tuition";25754.0
2016;"Georgia";"Private";"4-year";"Room/Board";11709.0
2016;"Georgia";"Public In-State";"2-year";"Fees/Tuition";3181.0
2016;"Georgia";"Public In-State";"4-year";"Fees/Tuition";7011.0
2016;"Georgia";"Public In-State";"4-year";"Room/Board";10281.0
2016;"Georgia";"Public Out-of-State";"2-year";"Fees/Tuition";7929.0
2016;"Georgia";"Public Out-of-State";"4-year";"Fees/Tuition";23167.0
2016;"Georgia";"Public Out-of-State";"4-year";"Room/Board";10281.0
2016;"Hawaii";"Private";"4-year";"Fees/Tuition";15561.0
2016;"Hawaii";"Private";"4-year";"Room/Board";12333.0
2016;"Hawaii";"Public In-State";"2-year";"Fees/Tuition";2935.0
2016;"Hawaii";"Public In-State";"4-year";"Fees/Tuition";9263.0
2016;"Hawaii";"Public In-State";"4-year";"Room/Board";10835.0
2016;"Hawaii";"Public Out-of-State";"2-year";"Fees/Tuition";7930.0
2016;"Hawaii";"Public Out-of-State";"4-year";"Fees/Tuition";27911.0
2016;"Hawaii";"Public Out-of-State";"4-year";"Room/Board";10835.0
2016;"Idaho";"Private";"4-year";"Fees/Tuition";6006.0
2016;"Idaho";"Private";"4-year";"Room/Board";7064.0
2016;"Idaho";"Public In-State";"2-year";"Fees/Tuition";3108.0
2016;"Idaho";"Public In-State";"4-year";"Fees/Tuition";6915.0
2016;"Idaho";"Public In-State";"4-year";"Room/Board";7296.0
2016;"Idaho";"Public Out-of-State";"2-year";"Fees/Tuition";7959.0
2016;"Idaho";"Public Out-of-State";"4-year";"Fees/Tuition";20624.0
2016;"Idaho";"Public Out-of-State";"4-year";"Room/Board";7296.0
2016;"Illinois";"Private";"4-year";"Fees/Tuition";29639.0
2016;"Illinois";"Private";"4-year";"Room/Board";11693.0
2016;"Illinois";"Public In-State";"2-year";"Fees/Tuition";3692.0
2016;"Illinois";"Public In-State";"4-year";"Fees/Tuition";13387.0
2016;"Illinois";"Public In-State";"4-year";"Room/Board";10711.0
2016;"Illinois";"Public Out-of-State";"2-year";"Fees/Tuition";10630.0
2016;"Illinois";"Public Out-of-State";"4-year";"Fees/Tuition";27909.0
2016;"Illinois";"Public Out-of-State";"4-year";"Room/Board";10711.0
2016;"Indiana";"Private";"4-year";"Fees/Tuition";30533.0
2016;"Indiana";"Private";"4-year";"Room/Board";10497.0
2016;"Indiana";"Public In-State";"2-year";"Fees/Tuition";4115.0
2016;"Indiana";"Public In-State";"4-year";"Fees/Tuition";8745.0
2016;"Indiana";"Public In-State";"4-year";"Room/Board";9967.0
2016;"Indiana";"Public Out-of-State";"2-year";"Fees/Tuition";7992.0
2016;"Indiana";"Public Out-of-State";"4-year";"Fees/Tuition";28313.0
2016;"Indiana";"Public Out-of-State";"4-year";"Room/Board";9967.0
2016;"Iowa";"Private";"4-year";"Fees/Tuition";25308.0
2016;"Iowa";"Private";"4-year";"Room/Board";8836.0
2016;"Iowa";"Public In-State";"2-year";"Fees/Tuition";4478.0
2016;"Iowa";"Public In-State";"4-year";"Fees/Tuition";7879.0
2016;"Iowa";"Public In-State";"4-year";"Room/Board";8869.0
2016;"Iowa";"Public Out-of-State";"2-year";"Fees/Tuition";5832.0
2016;"Iowa";"Public Out-of-State";"4-year";"Fees/Tuition";24136.0
2016;"Iowa";"Public Out-of-State";"4-year";"Room/Board";8869.0
2016;"Kansas";"Private";"4-year";"Fees/Tuition";17827.0
2016;"Kansas";"Private";"4-year";"Room/Board";8287.0
2016;"Kansas";"Public In-State";"2-year";"Fees/Tuition";3201.0
2016;"Kansas";"Public In-State";"4-year";"Fees/Tuition";8011.0
2016;"Kansas";"Public In-State";"4-year";"Room/Board";8772.0
2016;"Kansas";"Public Out-of-State";"2-year";"Fees/Tuition";4395.0
2016;"Kansas";"Public Out-of-State";"4-year";"Fees/Tuition";20901.0
2016;"Kansas";"Public Out-of-State";"4-year";"Room/Board";8772.0
2016;"Kentucky";"Private";"4-year";"Fees/Tuition";24258.0
2016;"Kentucky";"Private";"4-year";"Room/Board";8738.0
2016;"Kentucky";"Public In-State";"2-year";"Fees/Tuition";3650.0
2016;"Kentucky";"Public In-State";"4-year";"Fees/Tuition";9490.0
2016;"Kentucky";"Public In-State";"4-year";"Room/Board";9212.0
2016;"Kentucky";"Public Out-of-State";"2-year";"Fees/Tuition";12478.0
2016;"Kentucky";"Public Out-of-State";"4-year";"Fees/Tuition";22321.0
2016;"Kentucky";"Public Out-of-State";"4-year";"Room/Board";9212.0
2016;"Louisiana";"Private";"4-year";"Fees/Tuition";32733.0
2016;"Louisiana";"Private";"4-year";"Room/Board";11918.0
2016;"Louisiana";"Public In-State";"2-year";"Fees/Tuition";3919.0
2016;"Louisiana";"Public In-State";"4-year";"Fees/Tuition";8162.0
2016;"Louisiana";"Public In-State";"4-year";"Room/Board";9126.0
2016;"Louisiana";"Public Out-of-State";"2-year";"Fees/Tuition";7292.0
2016;"Louisiana";"Public Out-of-State";"4-year";"Fees/Tuition";23099.0
2016;"Louisiana";"Public Out-of-State";"4-year";"Room/Board";9126.0
2016;"Maine";"Private";"4-year";"Fees/Tuition";34277.0
2016;"Maine";"Private";"4-year";"Room/Board";12301.0
2016;"Maine";"Public In-State";"2-year";"Fees/Tuition";3648.0
2016;"Maine";"Public In-State";"4-year";"Fees/Tuition";9186.0
2016;"Maine";"Public In-State";"4-year";"Room/Board";9581.0
2016;"Maine";"Public Out-of-State";"2-year";"Fees/Tuition";6396.0
2016;"Maine";"Public Out-of-State";"4-year";"Fees/Tuition";25598.0
2016;"Maine";"Public Out-of-State";"4-year";"Room/Board";9581.0
2016;"Maryland";"Private";"4-year";"Fees/Tuition";38352.0
2016;"Maryland";"Private";"4-year";"Room/Board";13661.0
2016;"Maryland";"Public In-State";"2-year";"Fees/Tuition";3816.0
2016;"Maryland";"Public In-State";"4-year";"Fees/Tuition";8942.0
2016;"Maryland";"Public In-State";"4-year";"Room/Board";11134.0
2016;"Maryland";"Public Out-of-State";"2-year";"Fees/Tuition";9147.0
2016;"Maryland";"Public Out-of-State";"4-year";"Fees/Tuition";21768.0
2016;"Maryland";"Public Out-of-State";"4-year";"Room/Board";11134.0
2016;"Massachusetts";"Private";"4-year";"Fees/Tuition";40761.0
2016;"Massachusetts";"Private";"4-year";"Room/Board";14263.0
2016;"Massachusetts";"Public In-State";"2-year";"Fees/Tuition";4559.0
2016;"Massachusetts";"Public In-State";"4-year";"Fees/Tuition";11670.0
2016;"Massachusetts";"Public In-State";"4-year";"Room/Board";11719.0
2016;"Massachusetts";"Public Out-of-State";"2-year";"Fees/Tuition";9944.0
2016;"Massachusetts";"Public Out-of-State";"4-year";"Fees/Tuition";27736.0
2016;"Massachusetts";"Public Out-of-State";"4-year";"Room/Board";11719.0
2016;"Michigan";"Private";"4-year";"Fees/Tuition";22018.0
2016;"Michigan";"Private";"4-year";"Room/Board";8936.0
2016;"Michigan";"Public In-State";"2-year";"Fees/Tuition";3179.0
2016;"Michigan";"Public In-State";"4-year";"Fees/Tuition";11708.0
2016;"Michigan";"Public In-State";"4-year";"Room/Board";9673.0
2016;"Michigan";"Public Out-of-State";"2-year";"Fees/Tuition";6590.0
2016;"Michigan";"Public Out-of-State";"4-year";"Fees/Tuition";34863.0
2016;"Michigan";"Public Out-of-State";"4-year";"Room/Board";9673.0
2016;"Minnesota";"Private";"4-year";"Fees/Tuition";29377.0
2016;"Minnesota";"Private";"4-year";"Room/Board";9753.0
2016;"Minnesota";"Public In-State";"2-year";"Fees/Tuition";5332.0
2016;"Minnesota";"Public In-State";"4-year";"Fees/Tuition";10701.0
2016;"Minnesota";"Public In-State";"4-year";"Room/Board";8564.0
2016;"Minnesota";"Public Out-of-State";"2-year";"Fees/Tuition";5975.0
2016;"Minnesota";"Public Out-of-State";"4-year";"Fees/Tuition";18295.0
2016;"Minnesota";"Public Out-of-State";"4-year";"Room/Board";8564.0
2016;"Mississippi";"Private";"4-year";"Fees/Tuition";16438.0
2016;"Mississippi";"Private";"4-year";"Room/Board";7596.0
2016;"Mississippi";"Public In-State";"2-year";"Fees/Tuition";2645.0
2016;"Mississippi";"Public In-State";"4-year";"Fees/Tuition";7175.0
2016;"Mississippi";"Public In-State";"4-year";"Room/Board";9259.0
2016;"Mississippi";"Public Out-of-State";"2-year";"Fees/Tuition";4810.0
2016;"Mississippi";"Public Out-of-State";"4-year";"Fees/Tuition";18516.0
2016;"Mississippi";"Public Out-of-State";"4-year";"Room/Board";9259.0
2016;"Missouri";"Private";"4-year";"Fees/Tuition";22416.0
2016;"Missouri";"Private";"4-year";"Room/Board";9276.0
2016;"Missouri";"Public In-State";"2-year";"Fees/Tuition";3016.0
2016;"Missouri";"Public In-State";"4-year";"Fees/Tuition";8178.0
2016;"Missouri";"Public In-State";"4-year";"Room/Board";9240.0
2016;"Missouri";"Public Out-of-State";"2-year";"Fees/Tuition";5814.0
2016;"Missouri";"Public Out-of-State";"4-year";"Fees/Tuition";19860.0
2016;"Missouri";"Public Out-of-State";"4-year";"Room/Board";9240.0
2016;"Montana";"Private";"4-year";"Fees/Tuition";22961.0
2016;"Montana";"Private";"4-year";"Room/Board";8278.0
2016;"Montana";"Public In-State";"2-year";"Fees/Tuition";3310.0
2016;"Montana";"Public In-State";"4-year";"Fees/Tuition";6443.0
2016;"Montana";"Public In-State";"4-year";"Room/Board";8411.0
2016;"Montana";"Public Out-of-State";"2-year";"Fees/Tuition";9177.0
2016;"Montana";"Public Out-of-State";"4-year";"Fees/Tuition";22145.0
2016;"Montana";"Public Out-of-State";"4-year";"Room/Board";8411.0
2016;"Nebraska";"Private";"4-year";"Fees/Tuition";21641.0
2016;"Nebraska";"Private";"4-year";"Room/Board";8233.0
2016;"Nebraska";"Public In-State";"2-year";"Fees/Tuition";2852.0
2016;"Nebraska";"Public In-State";"4-year";"Fees/Tuition";7446.0
2016;"Nebraska";"Public In-State";"4-year";"Room/Board";9315.0
2016;"Nebraska";"Public Out-of-State";"2-year";"Fees/Tuition";3910.0
2016;"Nebraska";"Public Out-of-State";"4-year";"Fees/Tuition";18651.0
2016;"Nebraska";"Public Out-of-State";"4-year";"Room/Board";9315.0
2016;"Nevada";"Private";"4-year";"Fees/Tuition";18827.0
2016;"Nevada";"Private";"4-year";"Room/Board";13475.0
2016;"Nevada";"Public In-State";"2-year";"Fees/Tuition";2805.0
2016;"Nevada";"Public In-State";"4-year";"Fees/Tuition";5298.0
2016;"Nevada";"Public In-State";"4-year";"Room/Board";10272.0
2016;"Nevada";"Public Out-of-State";"2-year";"Fees/Tuition";9450.0
2016;"Nevada";"Public Out-of-State";"4-year";"Fees/Tuition";20355.0
2016;"Nevada";"Public Out-of-State";"4-year";"Room/Board";10272.0
2016;"New Hampshire";"Private";"4-year";"Fees/Tuition";31979.0
2016;"New Hampshire";"Private";"4-year";"Room/Board";12966.0
2016;"New Hampshire";"Public In-State";"2-year";"Fees/Tuition";6999.0
2016;"New Hampshire";"Public In-State";"4-year";"Fees/Tuition";14986.0
2016;"New Hampshire";"Public In-State";"4-year";"Room/Board";11022.0
2016;"New Hampshire";"Public Out-of-State";"2-year";"Fees/Tuition";15204.0
2016;"New Hampshire";"Public Out-of-State";"4-year";"Fees/Tuition";26795.0
2016;"New Hampshire";"Public Out-of-State";"4-year";"Room/Board";11022.0
2016;"New Jersey";"Private";"4-year";"Fees/Tuition";34040.0
2016;"New Jersey";"Private";"4-year";"Room/Board";12795.0
2016;"New Jersey";"Public In-State";"2-year";"Fees/Tuition";4223.0
2016;"New Jersey";"Public In-State";"4-year";"Fees/Tuition";13021.0
2016;"New Jersey";"Public In-State";"4-year";"Room/Board";12523.0
2016;"New Jersey";"Public Out-of-State";"2-year";"Fees/Tuition";7462.0
2016;"New Jersey";"Public Out-of-State";"4-year";"Fees/Tuition";27358.0
2016;"New Jersey";"Public Out-of-State";"4-year";"Room/Board";12523.0
2016;"New Mexico";"Private";"4-year";"Fees/Tuition";20532.0
2016;"New Mexico";"Private";"4-year";"Room/Board";9864.0
2016;"New Mexico";"Public In-State";"2-year";"Fees/Tuition";1553.0
2016;"New Mexico";"Public In-State";"4-year";"Fees/Tuition";6262.0
2016;"New Mexico";"Public In-State";"4-year";"Room/Board";8767.0
2016;"New Mexico";"Public Out-of-State";"2-year";"Fees/Tuition";4909.0
2016;"New Mexico";"Public Out-of-State";"4-year";"Fees/Tuition";15842.0
2016;"New Mexico";"Public Out-of-State";"4-year";"Room/Board";8767.0
2016;"New York";"Private";"4-year";"Fees/Tuition";36361.0
2016;"New York";"Private";"4-year";"Room/Board";13935.0
2016;"New York";"Public In-State";"2-year";"Fees/Tuition";4969.0
2016;"New York";"Public In-State";"4-year";"Fees/Tuition";7647.0
2016;"New York";"Public In-State";"4-year";"Room/Board";13843.0
2016;"New York";"Public Out-of-State";"2-year";"Fees/Tuition";8756.0
2016;"New York";"Public Out-of-State";"4-year";"Fees/Tuition";20305.0
2016;"New York";"Public Out-of-State";"4-year";"Room/Board";13843.0
2016;"North Carolina";"Private";"4-year";"Fees/Tuition";29307.0
2016;"North Carolina";"Private";"4-year";"Room/Board";11225.0
2016;"North Carolina";"Public In-State";"2-year";"Fees/Tuition";2391.0
2016;"North Carolina";"Public In-State";"4-year";"Fees/Tuition";6944.0
2016;"North Carolina";"Public In-State";"4-year";"Room/Board";9421.0
2016;"North Carolina";"Public Out-of-State";"2-year";"Fees/Tuition";8300.0
2016;"North Carolina";"Public Out-of-State";"4-year";"Fees/Tuition";23309.0
2016;"North Carolina";"Public Out-of-State";"4-year";"Room/Board";9421.0
2016;"North Dakota";"Private";"4-year";"Fees/Tuition";13883.0
2016;"North Dakota";"Private";"4-year";"Room/Board";6220.0
2016;"North Dakota";"Public In-State";"2-year";"Fees/Tuition";4506.0
2016;"North Dakota";"Public In-State";"4-year";"Fees/Tuition";7208.0
2016;"North Dakota";"Public In-State";"4-year";"Room/Board";7639.0
2016;"North Dakota";"Public Out-of-State";"2-year";"Fees/Tuition";8719.0
2016;"North Dakota";"Public Out-of-State";"4-year";"Fees/Tuition";17727.0
2016;"North Dakota";"Public Out-of-State";"4-year";"Room/Board";7639.0
2016;"Ohio";"Private";"4-year";"Fees/Tuition";28953.0
2016;"Ohio";"Private";"4-year";"Room/Board";10496.0
2016;"Ohio";"Public In-State";"2-year";"Fees/Tuition";3642.0
2016;"Ohio";"Public In-State";"4-year";"Fees/Tuition";9757.0
2016;"Ohio";"Public In-State";"4-year";"Room/Board";11174.0
2016;"Ohio";"Public Out-of-State";"2-year";"Fees/Tuition";7738.0
2016;"Ohio";"Public Out-of-State";"4-year";"Fees/Tuition";23179.0
2016;"Ohio";"Public Out-of-State";"4-year";"Room/Board";11174.0
2016;"Oklahoma";"Private";"4-year";"Fees/Tuition";23658.0
2016;"Oklahoma";"Private";"4-year";"Room/Board";8645.0
2016;"Oklahoma";"Public In-State";"2-year";"Fees/Tuition";3349.0
2016;"Oklahoma";"Public In-State";"4-year";"Fees/Tuition";6680.0
2016;"Oklahoma";"Public In-State";"4-year";"Room/Board";7998.0
2016;"Oklahoma";"Public Out-of-State";"2-year";"Fees/Tuition";8019.0
2016;"Oklahoma";"Public Out-of-State";"4-year";"Fees/Tuition";18458.0
2016;"Oklahoma";"Public Out-of-State";"4-year";"Room/Board";7998.0
2016;"Oregon";"Private";"4-year";"Fees/Tuition";35034.0
2016;"Oregon";"Private";"4-year";"Room/Board";11228.0
2016;"Oregon";"Public In-State";"2-year";"Fees/Tuition";4148.0
2016;"Oregon";"Public In-State";"4-year";"Fees/Tuition";9406.0
2016;"Oregon";"Public In-State";"4-year";"Room/Board";11110.0
2016;"Oregon";"Public Out-of-State";"2-year";"Fees/Tuition";7874.0
2016;"Oregon";"Public Out-of-State";"4-year";"Fees/Tuition";28676.0
2016;"Oregon";"Public Out-of-State";"4-year";"Room/Board";11110.0
2016;"Pennsylvania";"Private";"4-year";"Fees/Tuition";37237.0
2016;"Pennsylvania";"Private";"4-year";"Room/Board";12658.0
2016;"Pennsylvania";"Public In-State";"2-year";"Fees/Tuition";4791.0
2016;"Pennsylvania";"Public In-State";"4-year";"Fees/Tuition";13516.0
2016;"Pennsylvania";"Public In-State";"4-year";"Room/Board";10719.0
2016;"Pennsylvania";"Public Out-of-State";"2-year";"Fees/Tuition";11801.0
2016;"Pennsylvania";"Public Out-of-State";"4-year";"Fees/Tuition";25367.0
2016;"Pennsylvania";"Public Out-of-State";"4-year";"Room/Board";10719.0
2016;"Rhode Island";"Private";"4-year";"Fees/Tuition";37406.0
2016;"Rhode Island";"Private";"4-year";"Room/Board";13647.0
2016;"Rhode Island";"Public In-State";"2-year";"Fees/Tuition";4266.0
2016;"Rhode Island";"Public In-State";"4-year";"Fees/Tuition";11321.0
2016;"Rhode Island";"Public In-State";"4-year";"Room/Board";11401.0
2016;"Rhode Island";"Public Out-of-State";"2-year";"Fees/Tuition";11496.0
2016;"Rhode Island";"Public Out-of-State";"4-year";"Fees/Tuition";27967.0
2016;"Rhode Island";"Public Out-of-State";"4-year";"Room/Board";11401.0
2016;"South Carolina";"Private";"4-year";"Fees/Tuition";23167.0
2016;"South Carolina";"Private";"4-year";"Room/Board";8942.0
2016;"South Carolina";"Public In-State";"2-year";"Fees/Tuition";4219.0
2016;"South Carolina";"Public In-State";"4-year";"Fees/Tuition";11791.0
2016;"South Carolina";"Public In-State";"4-year";"Room/Board";9359.0
2016;"South Carolina";"Public Out-of-State";"2-year";"Fees/Tuition";8510.0
2016;"South Carolina";"Public Out-of-State";"4-year";"Fees/Tuition";28702.0
2016;"South Carolina";"Public Out-of-State";"4-year";"Room/Board";9359.0
2016;"South Dakota";"Private";"4-year";"Fees/Tuition";22164.0
2016;"South Dakota";"Private";"4-year";"Room/Board";7611.0
2016;"South Dakota";"Public In-State";"2-year";"Fees/Tuition";5419.0
2016;"South Dakota";"Public In-State";"4-year";"Fees/Tuition";8273.0
2016;"South Dakota";"Public In-State";"4-year";"Room/Board";7834.0
2016;"South Dakota";"Public Out-of-State";"2-year";"Fees/Tuition";5253.0
2016;"South Dakota";"Public Out-of-State";"4-year";"Fees/Tuition";11592.0
2016;"South Dakota";"Public Out-of-State";"4-year";"Room/Board";7834.0
2016;"Tennessee";"Private";"4-year";"Fees/Tuition";25053.0
2016;"Tennessee";"Private";"4-year";"Room/Board";9567.0
2016;"Tennessee";"Public In-State";"2-year";"Fees/Tuition";3940.0
2016;"Tennessee";"Public In-State";"4-year";"Fees/Tuition";8932.0
2016;"Tennessee";"Public In-State";"4-year";"Room/Board";8803.0
2016;"Tennessee";"Public Out-of-State";"2-year";"Fees/Tuition";15346.0
2016;"Tennessee";"Public Out-of-State";"4-year";"Fees/Tuition";24554.0
2016;"Tennessee";"Public Out-of-State";"4-year";"Room/Board";8803.0
2016;"Texas";"Private";"4-year";"Fees/Tuition";28880.0
2016;"Texas";"Private";"4-year";"Room/Board";10734.0
2016;"Texas";"Public In-State";"2-year";"Fees/Tuition";2017.0
2016;"Texas";"Public In-State";"4-year";"Fees/Tuition";8091.0
2016;"Texas";"Public In-State";"4-year";"Room/Board";9304.0
2016;"Texas";"Public Out-of-State";"2-year";"Fees/Tuition";5502.0
2016;"Texas";"Public Out-of-State";"4-year";"Fees/Tuition";21677.0
2016;"Texas";"Public Out-of-State";"4-year";"Room/Board";9304.0
2016;"Utah";"Private";"4-year";"Fees/Tuition";7571.0
2016;"Utah";"Private";"4-year";"Room/Board";7651.0
2016;"Utah";"Public In-State";"2-year";"Fees/Tuition";3569.0
2016;"Utah";"Public In-State";"4-year";"Fees/Tuition";6140.0
2016;"Utah";"Public In-State";"4-year";"Room/Board";7204.0
2016;"Utah";"Public Out-of-State";"2-year";"Fees/Tuition";11337.0
2016;"Utah";"Public Out-of-State";"4-year";"Fees/Tuition";18501.0
2016;"Utah";"Public Out-of-State";"4-year";"Room/Board";7204.0
